5  ,3.100e+002  ,1050.00000000  ,0.00000000  ,300.00000000
10003  ,3.480e+002  ,1016.12902832  ,0.00000000  ,300.00000000
6  ,3.860e+002  ,982.25805664  ,0.00000000  ,300.00000000
9998  ,4.087e+002  ,948.38708496  ,0.00000000  ,300.00000000
7  ,4.313e+002  ,914.51617432  ,0.00000000  ,300.00000000
9990  ,4.450e+002  ,880.64514160  ,0.00000000  ,300.00000000
8  ,4.586e+002  ,846.77423096  ,0.00000000  ,300.00000000
9979  ,4.668e+002  ,812.90319824  ,0.00000000  ,300.00000000
9  ,4.751e+002  ,779.03222656  ,0.00000000  ,300.00000000
9972  ,4.800e+002  ,745.16131592  ,0.00000000  ,300.00000000
10  ,4.850e+002  ,711.29028320  ,0.00000000  ,300.00000000
9963  ,4.880e+002  ,677.41937256  ,0.00000000  ,300.00000000
11  ,4.910e+002  ,643.54833984  ,0.00000000  ,300.00000000
9951  ,4.928e+002  ,609.67742920  ,0.00000000  ,300.00000000
12  ,4.946e+002  ,575.80645752  ,0.00000000  ,300.00000000
9942  ,4.956e+002  ,541.93548584  ,0.00000000  ,300.00000000
13  ,4.967e+002  ,508.06451416  ,0.00000000  ,300.00000000
9933  ,4.974e+002  ,474.19354248  ,0.00000000  ,300.00000000
14  ,4.980e+002  ,440.32257080  ,0.00000000  ,300.00000000
9924  ,4.984e+002  ,406.45159912  ,0.00000000  ,300.00000000
15  ,4.988e+002  ,372.58065796  ,0.00000000  ,300.00000000
9916  ,4.990e+002  ,338.70968628  ,0.00000000  ,300.00000000
16  ,4.993e+002  ,304.83871460  ,0.00000000  ,300.00000000
9908  ,4.994e+002  ,270.96774292  ,0.00000000  ,300.00000000
17  ,4.996e+002  ,237.09677124  ,0.00000000  ,300.00000000
9896  ,4.996e+002  ,203.22579956  ,0.00000000  ,300.00000000
18  ,4.997e+002  ,169.35484314  ,0.00000000  ,300.00000000
9886  ,4.998e+002  ,135.48387146  ,0.00000000  ,300.00000000
19  ,4.998e+002  ,101.61289978  ,0.00000000  ,300.00000000
9877  ,4.998e+002  ,67.74193573  ,0.00000000  ,300.00000000
20  ,4.998e+002  ,33.87096786  ,0.00000000  ,300.00000000
9870  ,4.998e+002  ,0.00000000  ,0.00000000  ,300.00000000
21  ,4.998e+002  ,-33.87096786  ,0.00000000  ,300.00000000
9861  ,4.998e+002  ,-67.74193573  ,0.00000000  ,300.00000000
22  ,4.998e+002  ,-101.61289978  ,0.00000000  ,300.00000000
9851  ,4.998e+002  ,-135.48387146  ,0.00000000  ,300.00000000
23  ,4.997e+002  ,-169.35484314  ,0.00000000  ,300.00000000
9842  ,4.996e+002  ,-203.22579956  ,0.00000000  ,300.00000000
24  ,4.996e+002  ,-237.09677124  ,0.00000000  ,300.00000000
9834  ,4.994e+002  ,-270.96774292  ,0.00000000  ,300.00000000
25  ,4.993e+002  ,-304.83871460  ,0.00000000  ,300.00000000
9824  ,4.990e+002  ,-338.70968628  ,0.00000000  ,300.00000000
26  ,4.988e+002  ,-372.58065796  ,0.00000000  ,300.00000000
9816  ,4.984e+002  ,-406.45159912  ,0.00000000  ,300.00000000
27  ,4.980e+002  ,-440.32257080  ,0.00000000  ,300.00000000
9807  ,4.974e+002  ,-474.19354248  ,0.00000000  ,300.00000000
28  ,4.967e+002  ,-508.06451416  ,0.00000000  ,300.00000000
9798  ,4.956e+002  ,-541.93548584  ,0.00000000  ,300.00000000
29  ,4.945e+002  ,-575.80645752  ,0.00000000  ,300.00000000
9788  ,4.927e+002  ,-609.67742920  ,0.00000000  ,300.00000000
30  ,4.909e+002  ,-643.54833984  ,0.00000000  ,300.00000000
9779  ,4.880e+002  ,-677.41937256  ,0.00000000  ,300.00000000
31  ,4.850e+002  ,-711.29028320  ,0.00000000  ,300.00000000
9770  ,4.800e+002  ,-745.16131592  ,0.00000000  ,300.00000000
32  ,4.751e+002  ,-779.03222656  ,0.00000000  ,300.00000000
9762  ,4.668e+002  ,-812.90319824  ,0.00000000  ,300.00000000
33  ,4.586e+002  ,-846.77423096  ,0.00000000  ,300.00000000
9751  ,4.449e+002  ,-880.64514160  ,0.00000000  ,300.00000000
34  ,4.313e+002  ,-914.51617432  ,0.00000000  ,300.00000000
9741  ,4.086e+002  ,-948.38708496  ,0.00000000  ,300.00000000
35  ,3.859e+002  ,-982.25805664  ,0.00000000  ,300.00000000
9733  ,3.480e+002  ,-1016.12902832  ,0.00000000  ,300.00000000
36  ,3.100e+002  ,-1050.00000000  ,0.00000000  ,300.00000000
