189, 9450        ,310.15      ,
190, 9500        ,310.14      ,
191, 9550        ,310.14      ,
192, 9600        ,310.13      ,
193, 9650        ,310.13      ,
194, 9700        ,310.12      ,
195, 9750        ,310.12      ,
196, 9800        ,310.11      ,
197, 9850        ,310.11      ,
198, 9900        ,310.1       ,
199, 9950        ,310.1       ,
200, 10000       ,310.1       ,
201, 10050       ,310.09      ,
202, 10100       ,310.09      ,
203, 10150       ,310.08      ,
204, 10200       ,310.08      ,
205, 10250       ,310.08      ,
206, 10300       ,310.08      ,
207, 10350       ,310.07      ,
208, 10400       ,310.07      ,
209, 10450       ,310.07      ,
210, 10500       ,310.06      ,
211, 10550       ,310.06      ,
212, 10600       ,310.06      ,
213, 10650       ,310.06      ,
214, 10700       ,310.06      ,
215, 10750       ,310.05      ,
216, 10800       ,310.05      ,
217, 10850       ,310.05      ,
218, 10900       ,310.05      ,
219, 10950       ,310.05      ,
220, 11000       ,310.04      ,
221, 11050       ,310.04      ,
222, 11100       ,310.04      ,
223, 11150       ,310.04      ,
224, 11200       ,310.04      ,
225, 11250       ,310.04      ,
226, 11300       ,310.03      ,
227, 11350       ,310.03      ,
228, 11400       ,310.03      ,
229, 11450       ,310.03      ,
230, 11500       ,310.03      ,
231, 11550       ,310.03      ,
232, 11600       ,310.03      ,
233, 11650       ,310.03      ,
234, 11700       ,310.03      ,
235, 11750       ,310.02      ,
236, 11800       ,310.02      ,
237, 11850       ,310.02      ,
238, 11900       ,310.02      ,
239, 11950       ,310.02      ,
240, 12000       ,310.02      ,
