5  ,3.100e+002  ,1050.00000000  ,0.00000000  ,300.00000000
10003  ,3.101e+002  ,1016.12902832  ,0.00000000  ,300.00000000
6  ,3.102e+002  ,982.25805664  ,0.00000000  ,300.00000000
9998  ,3.103e+002  ,948.38708496  ,0.00000000  ,300.00000000
7  ,3.104e+002  ,914.51617432  ,0.00000000  ,300.00000000
9990  ,3.105e+002  ,880.64514160  ,0.00000000  ,300.00000000
8  ,3.107e+002  ,846.77423096  ,0.00000000  ,300.00000000
9979  ,3.108e+002  ,812.90319824  ,0.00000000  ,300.00000000
9  ,3.109e+002  ,779.03222656  ,0.00000000  ,300.00000000
9972  ,3.110e+002  ,745.16131592  ,0.00000000  ,300.00000000
10  ,3.111e+002  ,711.29028320  ,0.00000000  ,300.00000000
9963  ,3.112e+002  ,677.41937256  ,0.00000000  ,300.00000000
11  ,3.113e+002  ,643.54833984  ,0.00000000  ,300.00000000
9951  ,3.113e+002  ,609.67742920  ,0.00000000  ,300.00000000
12  ,3.114e+002  ,575.80645752  ,0.00000000  ,300.00000000
9942  ,3.115e+002  ,541.93548584  ,0.00000000  ,300.00000000
13  ,3.116e+002  ,508.06451416  ,0.00000000  ,300.00000000
9933  ,3.117e+002  ,474.19354248  ,0.00000000  ,300.00000000
14  ,3.117e+002  ,440.32257080  ,0.00000000  ,300.00000000
9924  ,3.118e+002  ,406.45159912  ,0.00000000  ,300.00000000
15  ,3.119e+002  ,372.58065796  ,0.00000000  ,300.00000000
9916  ,3.119e+002  ,338.70968628  ,0.00000000  ,300.00000000
16  ,3.120e+002  ,304.83871460  ,0.00000000  ,300.00000000
9908  ,3.120e+002  ,270.96774292  ,0.00000000  ,300.00000000
17  ,3.121e+002  ,237.09677124  ,0.00000000  ,300.00000000
9896  ,3.121e+002  ,203.22579956  ,0.00000000  ,300.00000000
18  ,3.121e+002  ,169.35484314  ,0.00000000  ,300.00000000
9886  ,3.121e+002  ,135.48387146  ,0.00000000  ,300.00000000
19  ,3.122e+002  ,101.61289978  ,0.00000000  ,300.00000000
9877  ,3.122e+002  ,67.74193573  ,0.00000000  ,300.00000000
20  ,3.122e+002  ,33.87096786  ,0.00000000  ,300.00000000
9870  ,3.122e+002  ,0.00000000  ,0.00000000  ,300.00000000
21  ,3.122e+002  ,-33.87096786  ,0.00000000  ,300.00000000
9861  ,3.122e+002  ,-67.74193573  ,0.00000000  ,300.00000000
22  ,3.122e+002  ,-101.61289978  ,0.00000000  ,300.00000000
9851  ,3.121e+002  ,-135.48387146  ,0.00000000  ,300.00000000
23  ,3.121e+002  ,-169.35484314  ,0.00000000  ,300.00000000
9842  ,3.121e+002  ,-203.22579956  ,0.00000000  ,300.00000000
24  ,3.121e+002  ,-237.09677124  ,0.00000000  ,300.00000000
9834  ,3.120e+002  ,-270.96774292  ,0.00000000  ,300.00000000
25  ,3.120e+002  ,-304.83871460  ,0.00000000  ,300.00000000
9824  ,3.119e+002  ,-338.70968628  ,0.00000000  ,300.00000000
26  ,3.119e+002  ,-372.58065796  ,0.00000000  ,300.00000000
9816  ,3.118e+002  ,-406.45159912  ,0.00000000  ,300.00000000
27  ,3.117e+002  ,-440.32257080  ,0.00000000  ,300.00000000
9807  ,3.117e+002  ,-474.19354248  ,0.00000000  ,300.00000000
28  ,3.116e+002  ,-508.06451416  ,0.00000000  ,300.00000000
9798  ,3.115e+002  ,-541.93548584  ,0.00000000  ,300.00000000
29  ,3.114e+002  ,-575.80645752  ,0.00000000  ,300.00000000
9788  ,3.113e+002  ,-609.67742920  ,0.00000000  ,300.00000000
30  ,3.113e+002  ,-643.54833984  ,0.00000000  ,300.00000000
9779  ,3.112e+002  ,-677.41937256  ,0.00000000  ,300.00000000
31  ,3.111e+002  ,-711.29028320  ,0.00000000  ,300.00000000
9770  ,3.110e+002  ,-745.16131592  ,0.00000000  ,300.00000000
32  ,3.109e+002  ,-779.03222656  ,0.00000000  ,300.00000000
9762  ,3.108e+002  ,-812.90319824  ,0.00000000  ,300.00000000
33  ,3.107e+002  ,-846.77423096  ,0.00000000  ,300.00000000
9751  ,3.105e+002  ,-880.64514160  ,0.00000000  ,300.00000000
34  ,3.104e+002  ,-914.51617432  ,0.00000000  ,300.00000000
9741  ,3.103e+002  ,-948.38708496  ,0.00000000  ,300.00000000
35  ,3.102e+002  ,-982.25805664  ,0.00000000  ,300.00000000
9733  ,3.101e+002  ,-1016.12902832  ,0.00000000  ,300.00000000
36  ,3.100e+002  ,-1050.00000000  ,0.00000000  ,300.00000000
