4  ,3.100e+002  ,1050.00000000  ,250.00000000  ,150.00000000  ,
9743  ,3.101e+002  ,1016.12902832  ,250.00000000  ,150.00000000  ,
5  ,3.102e+002  ,982.25805664  ,250.00000000  ,150.00000000  ,
9740  ,3.105e+002  ,948.38708496  ,250.00000000  ,150.00000000  ,
6  ,3.108e+002  ,914.51617432  ,250.00000000  ,150.00000000  ,
9731  ,3.112e+002  ,880.64508057  ,250.00000000  ,150.00000000  ,
7  ,3.117e+002  ,846.77423096  ,250.00000000  ,150.00000000  ,
9719  ,3.122e+002  ,812.90319824  ,250.00000000  ,150.00000000  ,
8  ,3.127e+002  ,779.03222656  ,250.00000000  ,150.00000000  ,
9709  ,3.133e+002  ,745.16125488  ,250.00000000  ,150.00000000  ,
9  ,3.139e+002  ,711.29028320  ,250.00000000  ,150.00000000  ,
9700  ,3.146e+002  ,677.41937256  ,250.00000000  ,150.00000000  ,
10  ,3.152e+002  ,643.54833984  ,250.00000000  ,150.00000000  ,
9691  ,3.159e+002  ,609.67736816  ,250.00000000  ,150.00000000  ,
11  ,3.165e+002  ,575.80645752  ,250.00000000  ,150.00000000  ,
9682  ,3.172e+002  ,541.93548584  ,250.00000000  ,150.00000000  ,
12  ,3.178e+002  ,508.06451416  ,250.00000000  ,150.00000000  ,
9671  ,3.185e+002  ,474.19351196  ,250.00000000  ,150.00000000  ,
13  ,3.191e+002  ,440.32257080  ,250.00000000  ,150.00000000  ,
9662  ,3.197e+002  ,406.45162964  ,250.00000000  ,150.00000000  ,
14  ,3.203e+002  ,372.58065796  ,250.00000000  ,150.00000000  ,
9652  ,3.208e+002  ,338.70965576  ,250.00000000  ,150.00000000  ,
15  ,3.213e+002  ,304.83871460  ,250.00000000  ,150.00000000  ,
9641  ,3.217e+002  ,270.96777344  ,250.00000000  ,150.00000000  ,
16  ,3.221e+002  ,237.09677124  ,250.00000000  ,150.00000000  ,
9631  ,3.225e+002  ,203.22579956  ,250.00000000  ,150.00000000  ,
17  ,3.228e+002  ,169.35484314  ,250.00000000  ,150.00000000  ,
9620  ,3.230e+002  ,135.48381042  ,250.00000000  ,150.00000000  ,
18  ,3.232e+002  ,101.61289978  ,250.00000000  ,150.00000000  ,
9611  ,3.234e+002  ,67.74194336  ,250.00000000  ,150.00000000  ,
19  ,3.235e+002  ,33.87096786  ,250.00000000  ,150.00000000  ,
9602  ,3.235e+002  ,-0.00004768  ,250.00000000  ,150.00000000  ,
20  ,3.235e+002  ,-33.87096786  ,250.00000000  ,150.00000000  ,
9594  ,3.234e+002  ,-67.74191284  ,250.00000000  ,150.00000000  ,
21  ,3.232e+002  ,-101.61289978  ,250.00000000  ,150.00000000  ,
9585  ,3.230e+002  ,-135.48384094  ,250.00000000  ,150.00000000  ,
22  ,3.228e+002  ,-169.35484314  ,250.00000000  ,150.00000000  ,
9576  ,3.225e+002  ,-203.22576904  ,250.00000000  ,150.00000000  ,
23  ,3.221e+002  ,-237.09677124  ,250.00000000  ,150.00000000  ,
9567  ,3.217e+002  ,-270.96777344  ,250.00000000  ,150.00000000  ,
24  ,3.213e+002  ,-304.83871460  ,250.00000000  ,150.00000000  ,
9555  ,3.208e+002  ,-338.70971680  ,250.00000000  ,150.00000000  ,
25  ,3.203e+002  ,-372.58065796  ,250.00000000  ,150.00000000  ,
9545  ,3.197e+002  ,-406.45162964  ,250.00000000  ,150.00000000  ,
26  ,3.191e+002  ,-440.32257080  ,250.00000000  ,150.00000000  ,
9536  ,3.185e+002  ,-474.19357300  ,250.00000000  ,150.00000000  ,
27  ,3.178e+002  ,-508.06451416  ,250.00000000  ,150.00000000  ,
9527  ,3.172e+002  ,-541.93548584  ,250.00000000  ,150.00000000  ,
28  ,3.165e+002  ,-575.80645752  ,250.00000000  ,150.00000000  ,
9518  ,3.159e+002  ,-609.67742920  ,250.00000000  ,150.00000000  ,
29  ,3.152e+002  ,-643.54833984  ,250.00000000  ,150.00000000  ,
9509  ,3.146e+002  ,-677.41937256  ,250.00000000  ,150.00000000  ,
30  ,3.139e+002  ,-711.29028320  ,250.00000000  ,150.00000000  ,
9498  ,3.133e+002  ,-745.16131592  ,250.00000000  ,150.00000000  ,
31  ,3.127e+002  ,-779.03222656  ,250.00000000  ,150.00000000  ,
9488  ,3.122e+002  ,-812.90319824  ,250.00000000  ,150.00000000  ,
32  ,3.117e+002  ,-846.77423096  ,250.00000000  ,150.00000000  ,
9475  ,3.112e+002  ,-880.64514160  ,250.00000000  ,150.00000000  ,
33  ,3.108e+002  ,-914.51617432  ,250.00000000  ,150.00000000  ,
9464  ,3.105e+002  ,-948.38708496  ,250.00000000  ,150.00000000  ,
34  ,3.102e+002  ,-982.25805664  ,250.00000000  ,150.00000000  ,
9454  ,3.101e+002  ,-1016.12902832  ,250.00000000  ,150.00000000  ,
35  ,3.100e+002  ,-1050.00000000  ,250.00000000  ,150.00000000  ,
